,zip,city,county,lat,long
0,90011,Los Angeles,Los Angeles,34.0079,-118.2582
1,90650,Norwalk,Los Angeles,33.9056,-118.0818
2,91331,Pacoima,Los Angeles,34.2556,-118.4208
3,90201,Bell,Los Angeles,33.9653,-118.1515
4,90044,Los Angeles,Los Angeles,33.9551,-118.2901
5,92335,Fontana,San Bernardino,34.0794,-117.4551
6,92336,Fontana,San Bernardino,34.1173,-117.4378
7,94565,Pittsburg,Contra Costa,38.0031,-121.9172
8,90250,Hawthorne,Los Angeles,33.9143,-118.3493
9,90805,Long Beach,Los Angeles,33.8635,-118.1801
10,90280,South Gate,Los Angeles,33.9462,-118.2013
11,91342,Sylmar,Los Angeles,34.3054,-118.4322
12,92503,Riverside,Riverside,33.9208,-117.4589
13,92683,Westminster,Orange,33.7524,-117.9939
14,91710,Chino,San Bernardino,34.0125,-117.6844
15,92154,San Diego,San Diego,32.5753,-117.0707
16,91911,Chula Vista,San Diego,32.6084,-117.0565
17,92804,Anaheim,Orange,33.8186,-117.9729
18,92376,Rialto,San Bernardino,34.1132,-117.3771
19,93307,Bakersfield,Kern,35.3275,-118.9839
20,92592,Temecula,Riverside,33.4983,-117.0958
21,92704,Santa Ana,Orange,33.7249,-117.909
22,93722,Fresno,Fresno,36.7918,-119.8801
23,94112,San Francisco,San Francisco,37.7195,-122.4411
24,93033,Oxnard,Ventura,34.1685,-119.1717
25,93727,Fresno,Fresno,36.7528,-119.7061
26,95076,Watsonville,Santa Cruz,36.9102,-121.7569
27,92345,Hesperia,San Bernardino,34.4222,-117.3025
28,91744,La Puente,Los Angeles,34.0289,-117.9373
29,92126,San Diego,San Diego,32.9161,-117.1402
30,91709,Chino Hills,San Bernardino,33.9797,-117.7308
31,92509,Riverside,Riverside,34.0033,-117.445
32,91335,Reseda,Los Angeles,34.2007,-118.5391
33,95823,Sacramento,Sacramento,38.4797,-121.4438
34,95630,Folsom,Sacramento,38.6709,-121.1529
35,94533,Fairfield,Solano,38.2671,-122.0357
36,94544,Hayward,Alameda,37.6374,-122.067
37,91706,Baldwin Park,Los Angeles,34.0964,-117.9682
38,90706,Bellflower,Los Angeles,33.8867,-118.1265
39,92105,San Diego,San Diego,32.7423,-117.0947
40,93550,Palmdale,Los Angeles,34.4133,-118.0917
41,93257,Porterville,Tulare,36.0686,-119.0315
42,95035,Milpitas,Santa Clara,37.4352,-121.895
43,93274,Tulare,Tulare,36.2022,-119.338
44,94587,Union City,Alameda,37.5895,-122.0497
45,93535,Lancaster,Los Angeles,34.7131,-117.8783
46,91730,Rancho Cucamonga,San Bernardino,34.107,-117.5941
47,92882,Corona,Riverside,33.8419,-117.6043
48,92805,Anaheim,Orange,33.8359,-117.9086
49,94536,Fremont,Alameda,37.5605,-121.9999
50,90255,Huntington Park,Los Angeles,33.9769,-118.2161
51,93306,Bakersfield,Kern,35.3867,-118.9391
52,91910,Chula Vista,San Diego,32.6371,-117.0676
53,90003,Los Angeles,Los Angeles,33.9653,-118.2727
54,92553,Moreno Valley,Riverside,33.9157,-117.2351
55,94110,San Francisco,San Francisco,37.7509,-122.4153
56,92880,Corona,Riverside,33.9208,-117.6096
57,93065,Simi Valley,Ventura,34.2656,-118.7653
58,92563,Murrieta,Riverside,33.569,-117.1783
59,91766,Pomona,Los Angeles,34.0418,-117.7569
60,92021,El Cajon,San Diego,32.8178,-116.9223
61,91402,Panorama City,Los Angeles,34.2262,-118.447
62,95123,San Jose,Santa Clara,37.2458,-121.8306
63,92114,San Diego,San Diego,32.7059,-117.0524
64,90262,Lynwood,Los Angeles,33.9241,-118.2013
65,94509,Antioch,Contra Costa,37.9939,-121.8089
66,95687,Vacaville,Solano,38.3482,-121.9538
67,93230,Hanford,Kings,36.3314,-119.6491
68,90631,La Habra,Orange,33.9331,-117.9493
69,93536,Lancaster,Los Angeles,34.7471,-118.3687
70,95747,Roseville,Placer,38.7703,-121.3372
71,92407,San Bernardino,San Bernardino,34.2166,-117.3908
72,90026,Los Angeles,Los Angeles,34.0766,-118.2646
73,90037,Los Angeles,Los Angeles,34.003,-118.2863
74,94538,Fremont,Alameda,37.5308,-121.9712
75,94080,South San Francisco,San Mateo,37.6574,-122.4235
76,95624,Elk Grove,Sacramento,38.4232,-121.3599
77,94558,Napa,Napa,38.4549,-122.2564
78,92703,Santa Ana,Orange,33.7489,-117.9072
79,94541,Hayward,Alameda,37.674,-122.0894
80,90022,Los Angeles,Los Angeles,34.0245,-118.1561
81,95758,Elk Grove,Sacramento,38.4243,-121.437
82,92801,Anaheim,Orange,33.8428,-117.9546
83,95206,Stockton,San Joaquin,37.9177,-121.3123
84,92677,Laguna Niguel,Orange,33.5145,-117.7084
85,94513,Brentwood,Contra Costa,37.9324,-121.6894
86,91343,North Hills,Los Angeles,34.2366,-118.4758
87,94015,Daly City,San Mateo,37.6787,-122.478
88,92562,Murrieta,Riverside,33.5631,-117.2738
89,92201,Indio,Riverside,33.7207,-116.2168
90,94501,Alameda,Alameda,37.7706,-122.2648
91,91762,Ontario,San Bernardino,34.0584,-117.6665
92,92115,San Diego,San Diego,32.7607,-117.0721
93,93906,Salinas,Monterey,36.7103,-121.6438
94,94806,San Pablo,Contra Costa,37.9724,-122.3369
95,95020,Gilroy,Santa Clara,37.0139,-121.5773
96,92346,Highland,San Bernardino,34.1283,-117.2087
97,91977,Spring Valley,San Diego,32.724,-116.9976
98,92404,San Bernardino,San Bernardino,34.1426,-117.2606
99,95127,San Jose,Santa Clara,37.3692,-121.8208
100,91770,Rosemead,Los Angeles,34.0658,-118.0853
101,90640,Montebello,Los Angeles,34.0133,-118.113
102,90019,Los Angeles,Los Angeles,34.0482,-118.3343
103,91950,National City,San Diego,32.6749,-117.0897
104,92707,Santa Ana,Orange,33.7086,-117.8701
105,90660,Pico Rivera,Los Angeles,33.9886,-118.0883
106,92627,Costa Mesa,Orange,33.6483,-117.9155
107,92504,Riverside,Riverside,33.9315,-117.4119
108,95608,Carmichael,Sacramento,38.6284,-121.3287
109,93905,Salinas,Monterey,36.6811,-121.6176
110,95014,Cupertino,Santa Clara,37.318,-122.0449
111,92647,Huntington Beach,Orange,33.721,-118.0033
112,91702,Azusa,Los Angeles,34.1248,-117.9031
113,94122,San Francisco,San Francisco,37.7593,-122.4836
114,95111,San Jose,Santa Clara,37.2827,-121.8265
115,90004,Los Angeles,Los Angeles,34.0762,-118.3029
116,91732,El Monte,Los Angeles,34.0705,-118.0149
117,91761,Ontario,San Bernardino,34.0316,-117.6187
118,90731,San Pedro,Los Angeles,33.7339,-118.2914
119,92630,Lake Forest,Orange,33.6437,-117.6868
120,90042,Los Angeles,Los Angeles,34.1145,-118.1929
121,92570,Perris,Riverside,33.7852,-117.3166
122,95112,San Jose,Santa Clara,37.3476,-121.887
123,93030,Oxnard,Ventura,34.2141,-119.175
124,92324,Colton,San Bernardino,34.0315,-117.2874
125,92507,Riverside,Riverside,33.9761,-117.3389
126,92571,Perris,Riverside,33.811,-117.218
127,93117,Goleta,Santa Barbara,34.4296,-119.8612
128,95355,Modesto,Stanislaus,37.6717,-120.9482
129,95051,Santa Clara,Santa Clara,37.3483,-121.9844
130,93312,Bakersfield,Kern,35.3935,-119.1205
